customer_id,num_orders_x,total_revenue_x,days_since_last_tx,recency_days,frequency,monetary,recency_q,frequency_q,monetary_q,RFM_score,total_revenue_y,num_orders_y
12505,1,955.2,408,408,1,955.2,1,1,3,5,955.2,1
12506,1,73.50000000000003,232,232,1,73.50000000000003,2,1,1,4,73.50000000000003,1
12509,1,176.5,283,283,1,176.5,2,1,1,4,176.5,1
12511,1,3084.0200000000004,428,428,1,3084.0200000000004,1,1,4,6,3084.0200000000004,1
12512,2,138.03000000000006,65,65,2,138.03000000000006,3,2,1,6,138.03000000000006,2
12513,1,612.2900000000001,112,112,1,612.2900000000001,2,1,2,5,612.2900000000001,1
12515,1,383.7,352,352,1,383.7,2,1,2,5,383.7,1
12521,1,599.6800000000001,142,142,1,599.6800000000001,2,1,2,5,599.6800000000001,1
12525,3,973.7299999999998,497,497,3,973.7299999999998,1,2,3,6,973.7299999999998,3
12529,1,316.47999999999996,527,527,1,316.47999999999996,1,1,1,3,316.47999999999996,1
12533,2,1367.8899999999996,627,627,2,1367.8899999999996,1,2,3,6,1367.8899999999996,2
12534,1,1089.18,130,130,1,1089.18,2,1,3,6,1089.18,1
12537,1,732.9399999999998,408,408,1,732.9399999999998,1,1,2,4,732.9399999999998,1
12542,2,481.8799999999999,483,483,2,481.8799999999999,1,2,2,5,481.8799999999999,2
12543,1,980.2500000000002,447,447,1,980.2500000000002,1,1,3,5,980.2500000000002,1
12547,3,383.5799999999999,197,197,3,383.5799999999999,2,2,2,6,383.5799999999999,3
12548,1,95.19999999999999,165,165,1,95.19999999999999,2,1,1,4,95.19999999999999,1
12551,1,168.0,357,357,1,168.0,2,1,1,4,168.0,1
12554,1,468.49999999999994,448,448,1,468.49999999999994,1,1,2,4,468.49999999999994,1
12555,1,129.23,681,681,1,129.23,1,1,1,3,129.23,1
12559,2,561.7099999999999,310,310,2,561.7099999999999,2,2,2,6,561.7099999999999,2
12561,1,238.85,302,302,1,238.85,2,1,1,4,238.85,1
12563,1,249.24,408,408,1,249.24,1,1,1,3,249.24,1
12564,1,456.9000000000001,260,260,1,456.9000000000001,2,1,2,5,456.9000000000001,1
12565,1,145.92,288,288,1,145.92,2,1,1,4,145.92,1
12566,1,351.65000000000003,85,85,1,351.65000000000003,3,1,2,6,351.65000000000003,1
12568,1,70.0,644,644,1,70.0,1,1,1,3,70.0,1
12570,1,77.52,681,681,1,77.52,1,1,1,3,77.52,1
12574,1,218.45000000000002,315,315,1,218.45000000000002,2,1,1,4,218.45000000000002,1
12575,2,622.8199999999999,456,456,2,622.8199999999999,1,2,2,5,622.8199999999999,2
12579,1,440.41999999999996,77,77,1,440.41999999999996,3,1,2,6,440.41999999999996,1
12593,3,418.09999999999997,108,108,3,418.09999999999997,2,2,2,6,418.09999999999997,3
12595,1,299.02000000000004,504,504,1,299.02000000000004,1,1,1,3,299.02000000000004,1
12604,2,254.17999999999995,78,78,2,254.17999999999995,3,2,1,6,254.17999999999995,2
12606,1,21.0,681,681,1,21.0,1,1,1,3,21.0,1
12608,1,415.78999999999996,404,404,1,415.78999999999996,1,1,2,4,415.78999999999996,1
12612,1,704.0400000000001,73,73,1,704.0400000000001,3,1,2,6,704.0400000000001,1
12614,1,315.59999999999997,277,277,1,315.59999999999997,2,1,1,4,315.59999999999997,1
12622,1,180.09999999999997,231,231,1,180.09999999999997,2,1,1,4,180.09999999999997,1
12624,2,641.1300000000001,105,105,2,641.1300000000001,2,2,2,6,641.1300000000001,2
12629,2,1558.2199999999998,385,385,2,1558.2199999999998,1,2,3,6,1558.2199999999998,2
12632,2,804.8799999999999,520,520,2,804.8799999999999,1,2,2,5,804.8799999999999,2
12634,2,490.0,535,535,2,490.0,1,2,2,5,490.0,2
12636,1,141.0,738,738,1,141.0,1,1,1,3,141.0,1
12641,1,185.9,114,114,1,185.9,2,1,1,4,185.9,1
12655,1,261.35,423,423,1,261.35,1,1,1,3,261.35,1
12661,1,162.00000000000003,435,435,1,162.00000000000003,1,1,1,3,162.00000000000003,1
12663,2,239.4,624,624,2,239.4,1,2,1,4,239.4,2
12665,3,313.6,324,324,3,313.6,2,2,1,5,313.6,3
12666,1,1248.42,393,393,1,1248.42,1,1,3,5,1248.42,1
12671,1,2622.481000000001,605,605,1,2622.481000000001,1,1,4,6,2622.481000000001,1
12672,2,437.05,329,329,2,437.05,2,2,2,6,437.05,2
12675,2,958.5000000000002,553,553,2,958.5000000000002,1,2,3,6,958.5000000000002,2
12677,2,395.1,554,554,2,395.1,1,2,2,5,395.1,2
12686,1,178.28,371,371,1,178.28,2,1,1,4,178.28,1
12687,2,2138.9100000000003,480,480,2,2138.9100000000003,1,2,3,6,2138.9100000000003,2
12690,1,389.00999999999993,205,205,1,389.00999999999993,2,1,2,5,389.00999999999993,1
12692,1,110.95,636,636,1,110.95,1,1,1,3,110.95,1
12696,2,851.9100000000001,434,434,2,851.9100000000001,1,2,2,5,851.9100000000001,2
12698,1,339.75000000000006,589,589,1,339.75000000000006,1,1,1,3,339.75000000000006,1
12699,1,638.1100000000001,417,417,1,638.1100000000001,1,1,2,4,638.1100000000001,1
12707,1,603.42,291,291,1,603.42,2,1,2,5,603.42,1
12711,2,1339.0499999999993,611,611,2,1339.0499999999993,1,2,3,6,1339.0499999999993,2
12715,1,353.85999999999996,105,105,1,353.85999999999996,2,1,2,5,353.85999999999996,1
12718,1,238.25000000000003,70,70,1,238.25000000000003,3,1,1,5,238.25000000000003,1
12729,1,453.0100000000001,113,113,1,453.0100000000001,2,1,2,5,453.0100000000001,1
12730,1,829.2500000000001,521,521,1,829.2500000000001,1,1,2,4,829.2500000000001,1
12732,1,236.2600000000001,179,179,1,236.2600000000001,2,1,1,4,236.2600000000001,1
12734,3,639.6499999999999,352,352,3,639.6499999999999,2,2,2,6,639.6499999999999,3
12735,2,779.5699999999998,314,314,2,779.5699999999998,2,2,2,6,779.5699999999998,2
12736,1,234.00000000000003,332,332,1,234.00000000000003,2,1,1,4,234.00000000000003,1
12738,1,310.69999999999993,371,371,1,310.69999999999993,2,1,1,4,310.69999999999993,1
12740,1,427.5999999999999,63,63,1,427.5999999999999,3,1,2,6,427.5999999999999,1
12741,2,406.07000000000005,528,528,2,406.07000000000005,1,2,2,5,406.07000000000005,2
12742,1,1201.52,625,625,1,1201.52,1,1,3,5,1201.52,1
12743,2,546.4299999999997,133,133,2,546.4299999999997,2,2,2,6,546.4299999999997,2
12745,3,925.4100000000002,486,486,3,925.4100000000002,1,2,3,6,925.4100000000002,3
12746,1,254.54999999999998,540,540,1,254.54999999999998,1,1,1,3,254.54999999999998,1
12750,1,275.88,128,128,1,275.88,2,1,1,4,275.88,1
12751,1,268.27,444,444,1,268.27,1,1,1,3,268.27,1
12756,1,112.08000000000001,86,86,1,112.08000000000001,3,1,1,5,112.08000000000001,1
12760,1,347.8,455,455,1,347.8,1,1,1,3,347.8,1
12761,2,782.95,457,457,2,782.95,1,2,2,5,782.95,2
12763,2,814.1600000000001,137,137,2,814.1600000000001,2,2,2,6,814.1600000000001,2
12764,1,1693.8800000000003,316,316,1,1693.8800000000003,2,1,3,6,1693.8800000000003,1
12767,1,949.8199999999999,375,375,1,949.8199999999999,2,1,3,6,949.8199999999999,1
12768,1,168.69000000000003,450,450,1,168.69000000000003,1,1,1,3,168.69000000000003,1
12769,1,1143.6000000000001,238,238,1,1143.6000000000001,2,1,3,6,1143.6000000000001,1
12771,1,282.3,485,485,1,282.3,1,1,1,3,282.3,1
12773,1,124.25,563,563,1,124.25,1,1,1,3,124.25,1
12774,1,98.7,535,535,1,98.7,1,1,1,3,98.7,1
12776,1,55.5,667,667,1,55.5,1,1,1,3,55.5,1
12777,1,519.4499999999999,457,457,1,519.4499999999999,1,1,2,4,519.4499999999999,1
12780,1,337.39999999999986,598,598,1,337.39999999999986,1,1,1,3,337.39999999999986,1
12786,1,728.4999999999999,609,609,1,728.4999999999999,1,1,2,4,728.4999999999999,1
12788,4,444.90000000000003,462,462,4,444.90000000000003,1,3,2,6,444.90000000000003,4
12789,3,273.34999999999997,64,64,3,273.34999999999997,3,2,1,6,273.34999999999997,3
12790,2,591.85,191,191,2,591.85,2,2,2,6,591.85,2
12792,2,827.0099999999998,256,256,2,827.0099999999998,2,2,2,6,827.0099999999998,2
12796,1,381.0,627,627,1,381.0,1,1,2,4,381.0,1
12797,2,806.1100000000001,365,365,2,806.1100000000001,2,2,2,6,806.1100000000001,2
12799,1,219.35000000000002,528,528,1,219.35000000000002,1,1,1,3,219.35000000000002,1
12800,3,584.2499999999999,469,469,3,584.2499999999999,1,2,2,5,584.2499999999999,3
12801,1,1071.82,500,500,1,1071.82,1,1,3,5,1071.82,1
12803,1,1092.81,392,392,1,1092.81,1,1,3,5,1092.81,1
12804,2,327.02,465,465,2,327.02,1,2,1,4,327.02,2
12807,1,330.34999999999997,382,382,1,330.34999999999997,1,1,1,3,330.34999999999997,1
12810,2,534.99,534,534,2,534.99,1,2,2,5,534.99,2
12813,3,1687.8000000000009,501,501,3,1687.8000000000009,1,2,3,6,1687.8000000000009,3
12814,1,125.92,101,101,1,125.92,2,1,1,4,125.92,1
12816,2,572.2,95,95,2,572.2,2,2,2,6,572.2,2
12817,3,690.98,280,280,3,690.98,2,2,2,6,690.98,3
12818,1,1542.08,261,261,1,1542.08,2,1,3,6,1542.08,1
12819,1,540.5200000000001,457,457,1,540.5200000000001,1,1,2,4,540.5200000000001,1
12821,2,220.79999999999998,213,213,2,220.79999999999998,2,2,1,5,220.79999999999998,2
12825,2,518.63,520,520,2,518.63,1,2,2,5,518.63,2
12829,3,385.30000000000007,336,336,3,385.30000000000007,2,2,2,6,385.30000000000007,3
12831,3,451.11,261,261,3,451.11,2,2,2,6,451.11,3
12833,1,417.37999999999994,144,144,1,417.37999999999994,2,1,2,5,417.37999999999994,1
12834,1,312.38,282,282,1,312.38,2,1,1,4,312.38,1
12837,2,688.41,172,172,2,688.41,2,2,2,6,688.41,2
12846,1,15.58,681,681,1,15.58,1,1,1,3,15.58,1
12848,1,208.00000000000003,675,675,1,208.00000000000003,1,1,1,3,208.00000000000003,1
12850,1,330.0,445,445,1,330.0,1,1,1,3,330.0,1
12851,2,284.13000000000005,96,96,2,284.13000000000005,2,2,1,5,284.13000000000005,2
12852,1,311.54999999999995,294,294,1,311.54999999999995,2,1,1,4,311.54999999999995,1
12858,1,177.91999999999996,382,382,1,177.91999999999996,1,1,1,3,177.91999999999996,1
12859,1,575.0999999999999,458,458,1,575.0999999999999,1,1,2,4,575.0999999999999,1
12860,1,55.47,692,692,1,55.47,1,1,1,3,55.47,1
12861,1,68.25,619,619,1,68.25,1,1,1,3,68.25,1
12862,2,1008.3200000000004,425,425,2,1008.3200000000004,1,2,3,6,1008.3200000000004,2
12864,2,299.57,137,137,2,299.57,2,2,1,5,299.57,2
12869,1,337.66999999999996,681,681,1,337.66999999999996,1,1,1,3,337.66999999999996,1
12874,2,948.4199999999998,384,384,2,948.4199999999998,1,2,3,6,948.4199999999998,2
12878,2,854.9899999999999,235,235,2,854.9899999999999,2,2,2,6,854.9899999999999,2
12880,2,640.1299999999998,381,381,2,640.1299999999998,1,2,2,5,640.1299999999998,2
12881,1,298.0,275,275,1,298.0,2,1,1,4,298.0,1
12884,1,309.05000000000007,87,87,1,309.05000000000007,3,1,1,5,309.05000000000007,1
12887,1,222.4,383,383,1,222.4,1,1,1,3,222.4,1
12888,2,354.12,213,213,2,354.12,2,2,2,6,354.12,2
12889,4,385.4600000000001,380,380,4,385.4600000000001,1,3,2,6,385.4600000000001,4
12892,1,263.37999999999994,396,396,1,263.37999999999994,1,1,1,3,263.37999999999994,1
12894,1,157.35,574,574,1,157.35,1,1,1,3,157.35,1
12898,2,310.96000000000004,463,463,2,310.96000000000004,1,2,1,4,310.96000000000004,2
12899,1,366.4,413,413,1,366.4,1,1,2,4,366.4,1
12900,1,340.33000000000004,421,421,1,340.33000000000004,1,1,1,3,340.33000000000004,1
12902,1,138.68,264,264,1,138.68,2,1,1,4,138.68,1
12903,1,833.5300000000001,428,428,1,833.5300000000001,1,1,2,4,833.5300000000001,1
12905,2,1018.4200000000003,576,576,2,1018.4200000000003,1,2,3,6,1018.4200000000003,2
12907,2,508.9099999999999,395,395,2,508.9099999999999,1,2,2,5,508.9099999999999,2
12911,1,1680.4700000000003,551,551,1,1680.4700000000003,1,1,3,5,1680.4700000000003,1
12914,1,223.98,400,400,1,223.98,1,1,1,3,223.98,1
12918,1,10953.5,625,625,1,10953.5,1,1,4,6,10953.5,1
12922,1,405.38,160,160,1,405.38,2,1,2,5,405.38,1
12927,1,197.31,394,394,1,197.31,1,1,1,3,197.31,1
12929,1,117.85000000000001,311,311,1,117.85000000000001,2,1,1,4,117.85000000000001,1
12934,1,181.65,736,736,1,181.65,1,1,1,3,181.65,1
12941,1,377.4900000000002,723,723,1,377.4900000000002,1,1,2,4,377.4900000000002,1
12943,2,496.4999999999999,557,557,2,496.4999999999999,1,2,2,5,496.4999999999999,2
12946,1,324.45,436,436,1,324.45,1,1,1,3,324.45,1
12954,1,162.45,638,638,1,162.45,1,1,1,3,162.45,1
12958,2,539.4899999999999,399,399,2,539.4899999999999,1,2,2,5,539.4899999999999,2
12959,1,150.95000000000002,483,483,1,150.95000000000002,1,1,1,3,150.95000000000002,1
12961,1,211.99,378,378,1,211.99,2,1,1,4,211.99,1
12964,1,132.24,436,436,1,132.24,1,1,1,3,132.24,1
12965,1,771.9099999999996,88,88,1,771.9099999999996,3,1,2,6,771.9099999999996,1
12968,1,135.95,111,111,1,135.95,2,1,1,4,135.95,1
12969,1,122.45,602,602,1,122.45,1,1,1,3,122.45,1
12973,1,385.55,413,413,1,385.55,1,1,2,4,385.55,1
12974,2,408.95,197,197,2,408.95,2,2,2,6,408.95,2
12979,1,517.7000000000002,728,728,1,517.7000000000002,1,1,2,4,517.7000000000002,1
12983,1,490.08,597,597,1,490.08,1,1,2,4,490.08,1
12988,1,535.32,291,291,1,535.32,2,1,2,5,535.32,1
12992,1,93.35000000000001,724,724,1,93.35000000000001,1,1,1,3,93.35000000000001,1
12995,1,211.32,84,84,1,211.32,3,1,1,5,211.32,1
12996,1,355.5,375,375,1,355.5,2,1,2,5,355.5,1
12998,3,920.0799999999999,492,492,3,920.0799999999999,1,2,3,6,920.0799999999999,3
12999,3,455.8799999999999,195,195,3,455.8799999999999,2,2,2,6,455.8799999999999,3
13002,3,414.13000000000005,317,317,3,414.13000000000005,2,2,2,6,414.13000000000005,3
13003,3,149.05,105,105,3,149.05,2,2,1,5,149.05,3
13007,1,175.25,579,579,1,175.25,1,1,1,3,175.25,1
13008,3,612.13,322,322,3,612.13,2,2,2,6,612.13,3
13009,1,234.0,672,672,1,234.0,1,1,1,3,234.0,1
13010,2,330.12,373,373,2,330.12,2,2,1,5,330.12,2
13011,1,101.10000000000002,371,371,1,101.10000000000002,2,1,1,4,101.10000000000002,1
13020,2,618.9600000000002,562,562,2,618.9600000000002,1,2,2,5,618.9600000000002,2
13022,1,65.3,429,429,1,65.3,1,1,1,3,65.3,1
13024,2,555.8699999999999,470,470,2,555.8699999999999,1,2,2,5,555.8699999999999,2
13025,1,323.39,731,731,1,323.39,1,1,1,3,323.39,1
13033,2,220.54999999999998,356,356,2,220.54999999999998,2,2,1,5,220.54999999999998,2
13036,1,307.1,684,684,1,307.1,1,1,1,3,307.1,1
13041,4,799.13,450,450,4,799.13,1,3,2,6,799.13,4
13042,3,1556.5400000000009,597,597,3,1556.5400000000009,1,2,3,6,1556.5400000000009,3
13043,1,516.4200000000001,272,272,1,516.4200000000001,2,1,2,5,516.4200000000001,1
13045,3,808.9200000000001,98,98,3,808.9200000000001,2,2,2,6,808.9200000000001,3
13051,2,155.8,578,578,2,155.8,1,2,1,4,155.8,2
13053,1,127.65,621,621,1,127.65,1,1,1,3,127.65,1
13056,1,209.48000000000002,550,550,1,209.48000000000002,1,1,1,3,209.48000000000002,1
13057,3,722.09,529,529,3,722.09,1,2,2,5,722.09,3
13060,1,307.53000000000003,253,253,1,307.53000000000003,2,1,1,4,307.53000000000003,1
13061,1,248.61,71,71,1,248.61,3,1,1,5,248.61,1
13062,1,346.98,190,190,1,346.98,2,1,1,4,346.98,1
13063,1,188.39999999999998,480,480,1,188.39999999999998,1,1,1,3,188.39999999999998,1
13071,1,129.22,611,611,1,129.22,1,1,1,3,129.22,1
13072,1,177.14999999999998,266,266,1,177.14999999999998,2,1,1,4,177.14999999999998,1
13073,2,418.08,410,410,2,418.08,1,2,2,5,418.08,2
13075,1,919.61,129,129,1,919.61,2,1,3,6,919.61,1
13076,1,135.4,457,457,1,135.4,1,1,1,3,135.4,1
13080,4,280.73,178,178,4,280.73,2,3,1,6,280.73,4
13084,1,122.39999999999999,491,491,1,122.39999999999999,1,1,1,3,122.39999999999999,1
13086,1,439.32999999999987,382,382,1,439.32999999999987,1,1,2,4,439.32999999999987,1
13087,1,313.64,725,725,1,313.64,1,1,1,3,313.64,1
13088,1,236.11000000000004,416,416,1,236.11000000000004,1,1,1,3,236.11000000000004,1
13095,1,74.4,70,70,1,74.4,3,1,1,5,74.4,1
13096,1,419.70000000000005,393,393,1,419.70000000000005,1,1,2,4,419.70000000000005,1
13099,1,207.35999999999999,98,98,1,207.35999999999999,2,1,1,4,207.35999999999999,1
13105,1,72.0,435,435,1,72.0,1,1,1,3,72.0,1
13106,2,603.46,132,132,2,603.46,2,2,2,6,603.46,2
13111,1,321.88000000000005,718,718,1,321.88000000000005,1,1,1,3,321.88000000000005,1
13112,1,20.6,540,540,1,20.6,1,1,1,3,20.6,1
13114,1,234.37999999999997,730,730,1,234.37999999999997,1,1,1,3,234.37999999999997,1
13116,1,501.14000000000004,137,137,1,501.14000000000004,2,1,2,5,501.14000000000004,1
13119,1,134.9,668,668,1,134.9,1,1,1,3,134.9,1
13120,1,30.599999999999998,238,238,1,30.599999999999998,2,1,1,4,30.599999999999998,1
13121,1,283.7299999999999,268,268,1,283.7299999999999,2,1,1,4,283.7299999999999,1
13123,2,506.74999999999994,472,472,2,506.74999999999994,1,2,2,5,506.74999999999994,2
13125,1,158.57,523,523,1,158.57,1,1,1,3,158.57,1
13127,1,259.16999999999996,77,77,1,259.16999999999996,3,1,1,5,259.16999999999996,1
13128,1,263.5,630,630,1,263.5,1,1,1,3,263.5,1
13129,2,233.25,451,451,2,233.25,1,2,1,4,233.25,2
13130,1,64.0,93,93,1,64.0,3,1,1,5,64.0,1
13132,1,77.3,261,261,1,77.3,2,1,1,4,77.3,1
13133,3,200.45,273,273,3,200.45,2,2,1,5,200.45,3
13143,1,405.1,584,584,1,405.1,1,1,2,4,405.1,1
13144,2,135.35,332,332,2,135.35,2,2,1,5,135.35,2
13150,3,449.9699999999999,483,483,3,449.9699999999999,1,2,2,5,449.9699999999999,3
13154,3,1624.8400000000008,398,398,3,1624.8400000000008,1,2,3,6,1624.8400000000008,3
13156,3,1586.540000000001,384,384,3,1586.540000000001,1,2,3,6,1586.540000000001,3
13161,2,478.88,312,312,2,478.88,2,2,2,6,478.88,2
13163,1,17.65,609,609,1,17.65,1,1,1,3,17.65,1
13164,2,372.20000000000005,568,568,2,372.20000000000005,1,2,2,5,372.20000000000005,2
13166,2,884.1800000000001,282,282,2,884.1800000000001,2,2,2,6,884.1800000000001,2
13172,1,69.6,399,399,1,69.6,1,1,1,3,69.6,1
13175,2,831.45,581,581,2,831.45,1,2,2,5,831.45,2
13179,1,572.3100000000001,618,618,1,572.3100000000001,1,1,2,4,572.3100000000001,1
13180,1,86.10000000000001,606,606,1,86.10000000000001,1,1,1,3,86.10000000000001,1
13181,1,359.69,380,380,1,359.69,1,1,2,4,359.69,1
13185,1,71.4,267,267,1,71.4,2,1,1,4,71.4,1
13190,3,570.66,543,543,3,570.66,1,2,2,5,570.66,3
13191,1,164.69000000000003,657,657,1,164.69000000000003,1,1,1,3,164.69000000000003,1
13194,2,472.78,135,135,2,472.78,2,2,2,6,472.78,2
13195,1,172.38,413,413,1,172.38,1,1,1,3,172.38,1
13197,1,373.0100000000001,609,609,1,373.0100000000001,1,1,2,4,373.0100000000001,1
13204,1,966.66,730,730,1,966.66,1,1,3,5,966.66,1
13205,1,2803.2,442,442,1,2803.2,1,1,4,6,2803.2,1
13210,1,353.47999999999996,93,93,1,353.47999999999996,3,1,2,6,353.47999999999996,1
13215,1,81.6,401,401,1,81.6,1,1,1,3,81.6,1
13216,1,333.74,267,267,1,333.74,2,1,1,4,333.74,1
13218,1,62.64,126,126,1,62.64,2,1,1,4,62.64,1
13219,1,76.23,617,617,1,76.23,1,1,1,3,76.23,1
13221,2,847.4100000000001,239,239,2,847.4100000000001,2,2,2,6,847.4100000000001,2
13222,1,88.5,576,576,1,88.5,1,1,1,3,88.5,1
13226,2,312.45999999999987,272,272,2,312.45999999999987,2,2,1,5,312.45999999999987,2
13227,1,257.7,201,201,1,257.7,2,1,1,4,257.7,1
13228,1,358.0,80,80,1,358.0,3,1,2,6,358.0,1
13229,1,160.95,225,225,1,160.95,2,1,1,4,160.95,1
13234,2,356.94999999999993,672,672,2,356.94999999999993,1,2,2,5,356.94999999999993,2
13235,1,1031.0699999999997,211,211,1,1031.0699999999997,2,1,3,6,1031.0699999999997,1
13237,1,642.9999999999999,387,387,1,642.9999999999999,1,1,2,4,642.9999999999999,1
13241,1,115.58000000000004,411,411,1,115.58000000000004,1,1,1,3,115.58000000000004,1
13244,1,121.74000000000001,92,92,1,121.74000000000001,3,1,1,5,121.74000000000001,1
13248,2,465.6799999999999,124,124,2,465.6799999999999,2,2,2,6,465.6799999999999,2
13250,2,256.04,460,460,2,256.04,1,2,1,4,256.04,2
13251,1,252.68000000000004,401,401,1,252.68000000000004,1,1,1,3,252.68000000000004,1
13252,2,399.3,393,393,2,399.3,1,2,2,5,399.3,2
13254,1,51.410000000000004,375,375,1,51.410000000000004,2,1,1,4,51.410000000000004,1
13257,1,149.75,435,435,1,149.75,1,1,1,3,149.75,1
13262,3,573.4499999999998,262,262,3,573.4499999999998,2,2,2,6,573.4499999999998,3
13264,1,722.56,442,442,1,722.56,1,1,2,4,722.56,1
13270,1,1180.0,365,365,1,1180.0,2,1,3,6,1180.0,1
13273,1,138.97999999999996,112,112,1,138.97999999999996,2,1,1,4,138.97999999999996,1
13274,1,360.85,408,408,1,360.85,1,1,2,4,360.85,1
13275,2,241.65999999999994,383,383,2,241.65999999999994,1,2,1,4,241.65999999999994,2
13279,1,137.75,77,77,1,137.75,3,1,1,5,137.75,1
13281,1,350.84999999999997,438,438,1,350.84999999999997,1,1,2,4,350.84999999999997,1
13284,1,201.19,330,330,1,201.19,2,1,1,4,201.19,1
13286,1,734.9100000000001,599,599,1,734.9100000000001,1,1,2,4,734.9100000000001,1
13287,3,781.5900000000001,602,602,3,781.5900000000001,1,2,2,5,781.5900000000001,3
13289,1,307.95,723,723,1,307.95,1,1,1,3,307.95,1
13290,1,208.63,437,437,1,208.63,1,1,1,3,208.63,1
13302,2,159.2,154,154,2,159.2,2,2,1,5,159.2,2
13303,1,61.72,399,399,1,61.72,1,1,1,3,61.72,1
13306,1,53.65,429,429,1,53.65,1,1,1,3,53.65,1
13307,3,273.34,119,119,3,273.34,2,2,1,5,273.34,3
13312,1,124.75,450,450,1,124.75,1,1,1,3,124.75,1
13315,1,310.26,688,688,1,310.26,1,1,1,3,310.26,1
13325,1,675.3,81,81,1,675.3,3,1,2,6,675.3,1
13326,1,281.76,431,431,1,281.76,1,1,1,3,281.76,1
13328,1,1308.48,315,315,1,1308.48,2,1,3,6,1308.48,1
13331,1,262.40000000000003,401,401,1,262.40000000000003,1,1,1,3,262.40000000000003,1
13333,3,1015.7399999999999,410,410,3,1015.7399999999999,1,2,3,6,1015.7399999999999,3
13336,1,795.12,76,76,1,795.12,3,1,2,6,795.12,1
13337,1,1575.26,545,545,1,1575.26,1,1,3,5,1575.26,1
13339,1,860.1200000000002,200,200,1,860.1200000000002,2,1,2,5,860.1200000000002,1
