customer_id,first_tx,last_tx,num_orders,total_revenue,avg_order_value,assumed_cost,profit,profit_margin_pct,profit_50,profit_60,profit_70
12358,2009-12-08 07:59:00,2011-12-08 10:26:00,5,3887.070000000003,50.48142857142861,2332.2420000000016,1554.8280000000013,40.0,1943.5350000000014,1554.8280000000013,1166.121000000001
12359,2009-12-05 13:32:00,2011-10-13 12:47:00,10,8935.939999999993,24.482027397260257,5361.563999999996,3574.3759999999975,40.0,4467.969999999997,3574.3759999999975,2680.7819999999983
12360,2010-02-22 09:32:00,2011-10-18 15:22:00,8,4252.89,19.59857142857143,2551.734,1701.1560000000004,40.00000000000001,2126.445,1701.1560000000002,1275.8670000000002
12361,2010-01-26 14:37:00,2011-02-25 13:51:00,4,511.24999999999994,17.629310344827584,306.74999999999994,204.5,40.0,255.62499999999997,204.5,153.375
12362,2009-12-01 10:10:00,2011-12-06 15:40:00,11,5356.230000000002,20.06078651685394,3213.738000000001,2142.492000000001,40.0,2678.115000000001,2142.492000000001,1606.8690000000008
12363,2011-04-11 13:29:00,2011-08-22 10:18:00,2,552.0,24.0,331.2,220.8,40.0,276.0,220.8,165.60000000000002
12364,2011-08-19 15:24:00,2011-12-02 10:22:00,4,1313.1000000000001,15.448235294117648,787.86,525.2400000000001,40.00000000000001,656.5500000000001,525.2400000000001,393.9300000000001
12365,2011-02-21 13:51:00,2011-02-21 14:04:00,2,641.38,29.153636363636362,384.828,256.552,40.0,320.69,256.552,192.41400000000002
12366,2010-03-16 10:28:00,2010-03-16 10:28:00,1,500.24,166.74666666666667,300.144,200.096,40.0,250.12,200.096,150.07200000000003
12367,2011-12-05 16:48:00,2011-12-05 16:48:00,1,168.9,15.354545454545455,101.34,67.56,40.0,84.45,67.56,50.67000000000001
12368,2010-03-21 15:56:00,2010-03-21 15:56:00,1,917.6999999999999,50.98333333333333,550.6199999999999,367.08000000000004,40.00000000000001,458.84999999999997,367.08,275.31
12369,2010-03-08 08:09:00,2010-10-22 13:13:00,3,1791.15,19.25967741935484,1074.69,716.46,40.0,895.575,716.46,537.3450000000001
12370,2010-02-09 09:41:00,2011-10-19 14:51:00,7,4320.309999999998,21.387673267326722,2592.1859999999983,1728.1239999999993,40.00000000000001,2160.154999999999,1728.1239999999991,1296.0929999999994
12371,2010-03-04 18:23:00,2011-10-26 10:16:00,5,4067.3799999999983,24.35556886227544,2440.427999999999,1626.9519999999993,40.0,2033.6899999999991,1626.9519999999993,1220.2139999999997
12372,2011-02-16 12:46:00,2011-09-29 12:12:00,3,1298.0400000000002,24.962307692307697,778.8240000000001,519.2160000000001,40.0,649.0200000000001,519.2160000000001,389.4120000000001
12373,2010-02-04 12:08:00,2011-02-01 13:10:00,3,1127.65,22.110784313725492,676.59,451.06000000000006,40.0,563.825,451.06000000000006,338.2950000000001
12374,2010-04-30 14:01:00,2011-11-14 15:37:00,4,2989.2200000000007,36.014698795180735,1793.5320000000004,1195.6880000000003,40.0,1494.6100000000004,1195.6880000000003,896.7660000000003
12375,2011-09-02 14:23:00,2011-11-29 10:36:00,2,457.5000000000001,26.91176470588236,274.50000000000006,183.00000000000006,40.0,228.75000000000006,183.00000000000006,137.25000000000006
12376,2010-10-18 08:42:00,2010-11-15 12:15:00,2,503.15,38.70384615384615,301.89,201.26,40.0,251.575,201.26,150.94500000000002
12377,2010-04-29 15:34:00,2011-01-28 15:45:00,4,3426.319999999998,22.541578947368407,2055.7919999999986,1370.5279999999993,40.00000000000001,1713.159999999999,1370.5279999999993,1027.8959999999995
12378,2010-05-26 14:07:00,2011-08-02 10:34:00,2,5416.32,17.994418604651162,3249.792,2166.528,40.0,2708.16,2166.528,1624.8960000000002
12379,2010-06-23 12:49:00,2011-09-19 10:09:00,4,1620.22,20.002716049382716,972.132,648.0880000000001,40.0,810.11,648.0880000000001,486.0660000000001
12380,2010-02-15 12:05:00,2011-11-18 11:27:00,11,9676.300000000001,34.93249097472925,5805.780000000001,3870.5200000000004,40.0,4838.150000000001,3870.5200000000004,2902.890000000001
12381,2011-08-12 09:57:00,2011-12-05 12:44:00,5,1845.3100000000006,21.210459770114948,1107.1860000000004,738.1240000000003,40.0,922.6550000000003,738.1240000000003,553.5930000000003
12383,2010-12-22 14:28:00,2011-06-08 08:02:00,5,1850.5599999999997,18.69252525252525,1110.3359999999998,740.2239999999999,40.0,925.2799999999999,740.2239999999999,555.168
12384,2011-08-10 11:23:00,2011-11-11 08:39:00,2,585.2700000000001,21.67666666666667,351.16200000000003,234.10800000000006,40.0,292.63500000000005,234.10800000000006,175.58100000000005
12385,2010-11-25 15:14:00,2010-11-25 15:14:00,1,1938.3999999999999,29.82153846153846,1163.04,775.3599999999999,40.0,969.1999999999999,775.36,581.5200000000001
12386,2010-12-08 09:53:00,2011-01-06 12:37:00,2,660.8,36.71111111111111,396.47999999999996,264.32,40.0,330.4,264.32,198.24
12387,2010-10-20 16:27:00,2010-10-20 16:27:00,1,143.94,15.993333333333332,86.36399999999999,57.57600000000001,40.00000000000001,71.97,57.576,43.182
12388,2010-05-06 12:54:00,2011-11-24 12:30:00,8,3901.110000000001,26.71993150684932,2340.6660000000006,1560.4440000000004,40.0,1950.5550000000005,1560.4440000000004,1170.3330000000005
12389,2010-02-22 10:15:00,2010-11-02 11:52:00,3,1433.33,29.251632653061222,859.9979999999999,573.332,40.0,716.665,573.332,429.999
12390,2011-09-21 09:33:00,2011-09-21 09:33:00,1,549.8399999999999,17.182499999999997,329.90399999999994,219.93599999999998,40.0,274.91999999999996,219.93599999999998,164.952
12391,2010-02-15 10:12:00,2011-11-18 12:07:00,6,2773.419999999994,9.869822064056919,1664.0519999999965,1109.3679999999977,40.0,1386.709999999997,1109.3679999999977,832.0259999999984
12392,2010-04-27 14:04:00,2010-04-27 14:04:00,1,234.75000000000003,33.53571428571429,140.85000000000002,93.9,40.0,117.37500000000001,93.90000000000002,70.42500000000003
12393,2010-10-07 13:49:00,2011-09-28 15:41:00,6,2399.45,22.424766355140186,1439.6699999999998,959.78,40.0,1199.725,959.78,719.835
12394,2011-05-06 14:01:00,2011-10-07 08:08:00,2,1272.48,47.12888888888889,763.4879999999999,508.9920000000001,40.00000000000001,636.24,508.992,381.7440000000001
12395,2010-04-16 10:16:00,2011-11-20 15:21:00,15,5067.269999999997,19.949881889763766,3040.361999999998,2026.907999999999,40.00000000000001,2533.6349999999984,2026.9079999999988,1520.1809999999994
12396,2010-02-03 13:22:00,2010-02-03 13:22:00,1,931.4300000000006,14.329692307692317,558.8580000000004,372.57200000000023,40.0,465.7150000000003,372.5720000000003,279.42900000000026
12397,2011-07-27 14:21:00,2011-11-04 09:52:00,2,2409.9000000000005,19.12619047619048,1445.9400000000003,963.9600000000003,40.0,1204.9500000000003,963.9600000000003,722.9700000000003
12398,2011-10-25 10:27:00,2011-10-25 10:27:00,1,1635.6599999999999,19.24305882352941,981.3959999999998,654.264,40.0,817.8299999999999,654.264,490.69800000000004
12399,2010-03-05 08:45:00,2011-08-12 13:15:00,7,1962.3000000000013,17.83909090909092,1177.3800000000008,784.9200000000005,40.0,981.1500000000007,784.9200000000005,588.6900000000005
12400,2010-10-21 13:45:00,2010-10-21 13:45:00,1,205.25,18.65909090909091,123.14999999999999,82.10000000000001,40.0,102.625,82.10000000000001,61.57500000000001
12401,2011-02-09 13:50:00,2011-02-09 13:50:00,1,84.3,16.86,50.58,33.72,40.0,42.15,33.72,25.290000000000003
12402,2010-02-07 12:41:00,2011-01-20 13:49:00,6,1256.9000000000003,17.95571428571429,754.1400000000002,502.7600000000001,40.0,628.4500000000002,502.76000000000016,377.07000000000016
12403,2010-07-06 11:39:00,2011-10-21 10:51:00,2,1019.36,113.26222222222222,611.616,407.744,40.0,509.68,407.744,305.80800000000005
12404,2010-01-26 16:25:00,2010-01-26 16:25:00,1,63.24,63.24,37.944,25.296,40.0,31.62,25.296000000000003,18.972000000000005
12405,2011-07-14 08:52:00,2011-07-14 08:52:00,1,1710.3900000000006,31.6738888888889,1026.2340000000004,684.1560000000002,40.0,855.1950000000003,684.1560000000003,513.1170000000002
12406,2010-01-11 14:04:00,2011-11-17 19:22:00,5,6390.359999999998,38.49614457831324,3834.2159999999985,2556.1439999999993,40.0,3195.179999999999,2556.1439999999993,1917.1079999999997
12407,2011-03-20 13:21:00,2011-10-21 10:11:00,5,1708.1199999999997,22.18337662337662,1024.8719999999998,683.2479999999998,40.0,854.0599999999998,683.2479999999999,512.4359999999999
12408,2010-07-29 13:27:00,2011-11-07 12:27:00,8,4340.770000000002,27.30044025157234,2604.4620000000014,1736.308000000001,40.0,2170.385000000001,1736.308000000001,1302.231000000001
12409,2010-05-23 15:21:00,2011-09-22 10:38:00,7,23419.289999999997,88.70943181818181,14051.573999999999,9367.715999999999,40.0,11709.644999999999,9367.715999999999,7025.787
12410,2010-07-25 13:26:00,2011-02-04 10:39:00,3,1013.7099999999999,25.34275,608.2259999999999,405.48400000000004,40.00000000000001,506.85499999999996,405.484,304.113
12411,2010-10-26 09:25:00,2010-10-26 09:25:00,1,346.9,15.768181818181818,208.14,138.76,40.0,173.45,138.76,104.07000000000001
12412,2010-06-18 13:22:00,2011-09-26 10:16:00,6,2596.930000000001,20.448267716535444,1558.1580000000006,1038.7720000000006,40.00000000000001,1298.4650000000006,1038.7720000000006,779.0790000000005
12413,2010-11-02 13:26:00,2011-10-04 09:00:00,4,999.4499999999998,19.59705882352941,599.6699999999998,399.78,40.0,499.7249999999999,399.78,299.835
12414,2010-09-02 12:22:00,2011-05-06 14:51:00,6,952.4100000000001,34.01464285714286,571.446,380.96400000000006,40.0,476.20500000000004,380.96400000000006,285.72300000000007
12415,2010-06-30 08:30:00,2011-11-15 14:22:00,28,144458.36999999968,155.66634698275828,86675.02199999981,57783.34799999987,40.0,72229.18499999984,57783.347999999874,43337.51099999991
12416,2010-02-21 10:19:00,2010-02-21 10:19:00,1,202.56,18.414545454545454,121.536,81.024,40.0,101.28,81.024,60.76800000000001
12417,2009-12-06 10:30:00,2011-12-06 14:52:00,20,6816.909999999999,18.3744204851752,4090.1459999999993,2726.7639999999997,40.0,3408.4549999999995,2726.7639999999997,2045.073
12418,2010-03-19 14:47:00,2011-08-19 11:08:00,4,2021.2000000000003,19.815686274509808,1212.72,808.4800000000002,40.00000000000001,1010.6000000000001,808.4800000000001,606.3600000000001
12419,2010-10-22 10:40:00,2010-11-19 10:04:00,2,503.01,20.1204,301.806,201.204,40.0,251.505,201.204,150.90300000000002
12420,2011-10-07 08:55:00,2011-10-07 08:55:00,1,600.3900000000001,20.703103448275865,360.23400000000004,240.15600000000006,40.0,300.19500000000005,240.15600000000006,180.11700000000005
12421,2010-07-22 13:57:00,2011-11-24 09:07:00,6,1098.6,16.90153846153846,659.16,439.43999999999994,40.0,549.3,439.44,329.58000000000004
12422,2009-12-18 12:44:00,2011-09-05 09:48:00,17,5231.7999999999965,30.417441860465097,3139.0799999999977,2092.719999999999,40.00000000000001,2615.8999999999983,2092.719999999999,1569.5399999999993
12423,2010-08-31 09:31:00,2011-12-09 10:10:00,10,2622.3899999999985,15.893272727272718,1573.433999999999,1048.9559999999994,40.0,1311.1949999999993,1048.9559999999994,786.7169999999996
12424,2010-06-09 15:15:00,2011-06-30 12:06:00,4,3340.03,36.30467391304348,2004.018,1336.0120000000002,40.0,1670.015,1336.0120000000002,1002.0090000000002
12425,2010-09-17 14:10:00,2011-09-22 17:31:00,2,1741.4099999999996,19.136373626373622,1044.8459999999998,696.5639999999999,40.0,870.7049999999998,696.5639999999999,522.423
12426,2010-02-15 08:41:00,2011-05-29 12:26:00,2,1345.2100000000005,17.470259740259745,807.1260000000003,538.0840000000002,40.0,672.6050000000002,538.0840000000002,403.5630000000002
12427,2010-12-03 10:44:00,2011-11-18 08:56:00,3,1129.3,27.54390243902439,677.5799999999999,451.72,40.0,564.65,451.72,338.79
12428,2011-03-01 09:33:00,2011-11-14 08:22:00,9,7956.460000000004,27.06278911564627,4773.876000000002,3182.5840000000017,40.0,3978.230000000002,3182.5840000000017,2386.9380000000015
12429,2010-06-11 13:28:00,2011-11-30 17:22:00,8,7485.909999999996,43.27115606936414,4491.545999999998,2994.3639999999987,40.0,3742.954999999998,2994.3639999999987,2245.7729999999992
12430,2011-10-27 15:09:00,2011-10-27 15:09:00,1,256.4,23.30909090909091,153.83999999999997,102.56,40.0,128.2,102.56,76.92
12431,2010-01-15 09:04:00,2011-11-04 11:55:00,27,10857.969999999988,26.743768472906375,6514.781999999993,4343.187999999996,40.0,5428.984999999994,4343.187999999996,3257.390999999997
12432,2011-06-20 13:27:00,2011-10-28 11:43:00,5,5059.3200000000015,46.84555555555557,3035.592000000001,2023.7280000000005,40.0,2529.6600000000008,2023.7280000000007,1517.7960000000007
12433,2010-08-20 09:23:00,2011-12-09 10:02:00,10,20581.260000000013,29.151926345609084,12348.756000000007,8232.504000000006,40.00000000000001,10290.630000000006,8232.504000000006,6174.378000000005
12434,2010-11-23 13:38:00,2011-09-16 12:38:00,3,1103.4299999999998,15.763285714285711,662.0579999999999,441.37199999999996,40.0,551.7149999999999,441.37199999999996,331.029
12435,2009-12-02 13:58:00,2011-09-21 09:06:00,6,13925.930000000008,124.33866071428578,8355.558000000005,5570.372000000003,40.0,6962.965000000004,5570.372000000003,4177.779000000003
12436,2011-09-01 12:09:00,2011-09-01 12:09:00,1,509.01000000000005,31.813125000000003,305.406,203.60400000000004,40.0,254.50500000000002,203.60400000000004,152.70300000000003
12437,2009-12-02 16:24:00,2011-12-08 11:35:00,39,12683.400000000005,22.488297872340436,7610.040000000003,5073.360000000002,40.0,6341.700000000003,5073.360000000002,3805.0200000000023
12438,2011-07-22 13:29:00,2011-11-25 13:28:00,2,2906.8500000000004,29.661734693877555,1744.1100000000001,1162.7400000000002,40.0,1453.4250000000002,1162.7400000000002,872.0550000000003
12439,2009-12-14 08:40:00,2010-01-26 12:11:00,2,1158.18,16.085833333333333,694.908,463.27200000000005,40.0,579.09,463.27200000000005,347.45400000000006
12440,2009-12-22 12:03:00,2010-09-03 13:11:00,2,859.2000000000002,26.850000000000005,515.5200000000001,343.68000000000006,40.0,429.6000000000001,343.68000000000006,257.7600000000001
12441,2010-12-08 10:45:00,2010-12-08 10:45:00,1,347.09999999999997,15.777272727272726,208.25999999999996,138.84,40.0,173.54999999999998,138.84,104.13000000000001
12442,2011-12-06 14:22:00,2011-12-06 14:22:00,1,172.06,14.338333333333333,103.236,68.824,40.0,86.03,68.824,51.61800000000001
12443,2009-12-07 15:42:00,2009-12-07 15:42:00,1,485.31000000000006,23.110000000000003,291.18600000000004,194.12400000000002,40.0,242.65500000000003,194.12400000000002,145.59300000000005
12444,2011-06-21 14:00:00,2011-11-18 13:23:00,5,5005.46,28.27943502824859,3003.276,2002.1840000000002,40.0,2502.73,2002.1840000000002,1501.6380000000001
12445,2010-10-15 12:28:00,2011-11-17 18:43:00,2,434.97999999999996,18.124166666666664,260.98799999999994,173.99200000000002,40.00000000000001,217.48999999999998,173.992,130.494
12446,2011-10-13 12:50:00,2011-10-13 12:50:00,1,1002.3099999999998,17.281206896551723,601.3859999999999,400.924,40.0,501.1549999999999,400.924,300.693
12447,2011-04-10 13:25:00,2011-04-10 13:25:00,1,476.49,18.326538461538462,285.894,190.596,40.0,238.245,190.596,142.94700000000003
12448,2011-10-26 13:46:00,2011-10-26 13:46:00,1,449.4500000000001,20.42954545454546,269.6700000000001,179.78000000000003,40.0,224.72500000000005,179.78000000000006,134.83500000000006
12449,2010-09-27 09:37:00,2011-11-17 13:46:00,6,4835.889999999999,24.059154228855718,2901.5339999999997,1934.3559999999998,40.0,2417.9449999999997,1934.3559999999998,1450.767
12450,2010-08-22 13:11:00,2011-07-06 14:41:00,5,688.2,18.6,412.92,275.28000000000003,40.0,344.1,275.28000000000003,206.46000000000004
12451,2010-06-28 12:58:00,2011-11-29 08:40:00,8,12669.87999999999,24.794285714285696,7601.9279999999935,5067.951999999997,40.0,6334.939999999995,5067.951999999997,3800.9639999999977
12452,2011-11-23 08:05:00,2011-11-23 10:28:00,2,430.57000000000005,19.57136363636364,258.34200000000004,172.228,40.0,215.28500000000003,172.22800000000004,129.17100000000002
12453,2011-07-28 14:08:00,2011-07-28 14:08:00,1,707.0899999999999,16.44395348837209,424.25399999999996,282.83599999999996,40.0,353.54499999999996,282.83599999999996,212.127
12454,2010-10-14 17:33:00,2011-10-14 17:13:00,5,16679.78,416.99449999999996,10007.867999999999,6671.912,40.0,8339.89,6671.912,5003.934
12455,2009-12-18 12:33:00,2011-09-27 15:31:00,10,5879.950000000002,25.902863436123354,3527.9700000000007,2351.980000000001,40.0,2939.975000000001,2351.980000000001,1763.9850000000008
12456,2011-03-30 09:12:00,2011-10-26 14:41:00,3,3181.039999999998,25.448319999999985,1908.623999999999,1272.4159999999993,40.0,1590.519999999999,1272.4159999999993,954.3119999999996
12457,2010-09-30 17:59:00,2011-10-04 13:13:00,8,2995.91,35.245999999999995,1797.5459999999998,1198.364,40.0,1497.955,1198.364,898.7730000000001
12458,2010-08-09 10:33:00,2011-09-29 15:25:00,4,1777.4900000000002,21.16059523809524,1066.4940000000001,710.9960000000001,40.0,888.7450000000001,710.9960000000001,533.2470000000002
12459,2010-04-13 14:53:00,2010-04-13 14:53:00,1,454.3599999999999,19.75478260869565,272.61599999999993,181.74399999999997,40.0,227.17999999999995,181.74399999999997,136.308
12460,2010-09-09 13:51:00,2010-09-09 13:51:00,1,326.65,18.147222222222222,195.98999999999998,130.66,40.0,163.325,130.66,97.995
12461,2011-07-08 10:23:00,2011-09-06 16:57:00,2,826.8800000000001,23.625142857142862,496.12800000000004,330.75200000000007,40.0,413.44000000000005,330.75200000000007,248.06400000000008
12462,2011-02-09 14:44:00,2011-11-21 09:11:00,2,1189.5900000000001,19.186935483870972,713.754,475.8360000000001,40.00000000000001,594.7950000000001,475.83600000000007,356.8770000000001
12463,2011-04-12 12:47:00,2011-10-17 13:44:00,4,1344.7799999999997,16.202168674698793,806.8679999999998,537.9119999999999,40.0,672.3899999999999,537.9119999999999,403.43399999999997
12464,2011-02-03 13:30:00,2011-11-29 13:33:00,8,1212.0499999999997,41.794827586206885,727.2299999999998,484.81999999999994,40.0,606.0249999999999,484.81999999999994,363.61499999999995
12465,2011-06-23 13:37:00,2011-11-22 16:34:00,2,742.1900000000002,15.791276595744684,445.3140000000001,296.8760000000001,40.0,371.0950000000001,296.8760000000001,222.6570000000001
12466,2010-01-26 16:26:00,2010-01-26 16:26:00,1,56.73,56.73,34.038,22.692,40.0,28.365,22.692,17.019000000000002
12467,2010-10-12 15:41:00,2010-10-12 15:41:00,1,132.79999999999998,14.755555555555553,79.67999999999999,53.11999999999999,40.0,66.39999999999999,53.12,39.84
12468,2010-01-26 10:09:00,2011-06-05 11:36:00,5,3670.7400000000007,24.471600000000006,2202.4440000000004,1468.2960000000003,40.0,1835.3700000000003,1468.2960000000003,1101.2220000000004
12469,2010-06-21 10:30:00,2010-07-05 12:40:00,2,3070.539999999998,40.401842105263135,1842.323999999999,1228.2159999999992,40.0,1535.269999999999,1228.2159999999992,921.1619999999996
12470,2010-01-19 11:01:00,2010-01-19 11:01:00,1,211.95000000000002,9.215217391304348,127.17,84.78000000000002,40.0,105.97500000000001,84.78000000000002,63.585000000000015
12471,2009-12-07 10:41:00,2011-12-07 15:43:00,79,39963.790000000045,35.1175659050967,23978.274000000027,15985.516000000018,40.0,19981.895000000022,15985.516000000018,11989.137000000015
12472,2009-12-14 10:49:00,2011-11-07 14:01:00,19,17880.590000000026,19.627431394072477,10728.354000000016,7152.23600000001,40.0,8940.295000000013,7152.236000000011,5364.177000000009
12473,2011-06-01 10:15:00,2011-11-10 13:46:00,5,3938.55,23.44375,2363.13,1575.42,40.0,1969.275,1575.42,1181.5650000000003
12474,2010-02-11 09:41:00,2011-11-22 14:39:00,31,12424.449999999995,17.49922535211267,7454.669999999996,4969.779999999999,40.00000000000001,6212.224999999998,4969.779999999999,3727.334999999999
12475,2010-10-26 08:49:00,2011-10-17 10:10:00,2,1149.64,18.846557377049184,689.784,459.8560000000001,40.00000000000001,574.82,459.85600000000005,344.89200000000005
12476,2010-07-26 09:04:00,2011-11-24 12:40:00,23,14115.409999999982,27.355445736434074,8469.245999999988,5646.163999999993,40.00000000000001,7057.704999999991,5646.163999999993,4234.622999999995
12477,2010-03-26 14:01:00,2011-11-17 09:51:00,9,20276.369999999995,35.951010638297866,12165.821999999996,8110.547999999999,40.0,10138.184999999998,8110.547999999999,6082.910999999999
12478,2011-12-06 09:56:00,2011-12-06 09:56:00,1,680.9900000000002,18.916388888888896,408.5940000000001,272.39600000000013,40.00000000000001,340.4950000000001,272.39600000000013,204.2970000000001
12479,2011-11-28 13:26:00,2011-11-28 13:26:00,1,527.2,17.006451612903227,316.32,210.88000000000005,40.00000000000001,263.6,210.88000000000002,158.16000000000003
12480,2010-07-20 13:21:00,2011-11-11 14:52:00,7,5464.850000000001,22.582024793388435,3278.9100000000008,2185.9400000000005,40.0,2732.4250000000006,2185.9400000000005,1639.4550000000006
12481,2010-04-11 13:10:00,2011-11-17 08:29:00,15,12361.389999999989,31.614808184143193,7416.833999999993,4944.555999999996,40.0,6180.694999999994,4944.555999999996,3708.416999999997
12482,2010-02-24 10:24:00,2010-05-12 16:51:00,29,23691.399999999983,116.13431372549012,14214.83999999999,9476.559999999994,40.0,11845.699999999992,9476.559999999994,7107.419999999996
12483,2010-01-31 13:28:00,2011-11-22 17:02:00,19,5120.579999999999,36.838705035971216,3072.3479999999995,2048.2319999999995,40.0,2560.2899999999995,2048.2319999999995,1536.174
12484,2010-01-27 16:41:00,2011-11-07 11:37:00,12,6370.150000000001,13.410842105263159,3822.09,2548.0600000000004,40.0,3185.0750000000003,2548.0600000000004,1911.0450000000005
12485,2010-06-28 15:22:00,2010-06-28 15:22:00,1,708.0999999999999,20.826470588235292,424.85999999999996,283.23999999999995,40.0,354.04999999999995,283.23999999999995,212.43
12486,2010-10-04 12:14:00,2010-10-04 12:14:00,1,1037.2800000000002,21.168979591836738,622.368,414.91200000000015,40.00000000000001,518.6400000000001,414.9120000000001,311.1840000000001
12487,2009-12-09 11:36:00,2009-12-09 11:36:00,1,285.29999999999995,142.64999999999998,171.17999999999998,114.11999999999998,40.0,142.64999999999998,114.11999999999999,85.59
12488,2011-09-25 10:34:00,2011-11-30 08:50:00,3,1298.6599999999999,23.612,779.1959999999999,519.4639999999999,40.0,649.3299999999999,519.4639999999999,389.598
12489,2011-01-07 13:13:00,2011-01-07 13:13:00,1,334.92999999999995,22.328666666666663,200.95799999999997,133.97199999999998,40.0,167.46499999999997,133.97199999999998,100.479
12490,2009-12-01 12:52:00,2011-12-04 16:07:00,21,9823.64000000001,21.263290043290066,5894.184000000006,3929.4560000000047,40.00000000000001,4911.820000000005,3929.456000000004,2947.0920000000037
12491,2011-11-01 12:18:00,2011-11-01 12:18:00,1,460.4000000000001,17.707692307692312,276.24000000000007,184.16000000000003,40.0,230.20000000000005,184.16000000000005,138.12000000000006
12492,2010-11-01 14:58:00,2011-10-07 15:15:00,3,715.2100000000002,17.028809523809528,429.1260000000001,286.08400000000006,40.0,357.6050000000001,286.08400000000006,214.56300000000007
12493,2011-05-26 14:53:00,2011-06-27 10:17:00,2,433.74,19.715454545454545,260.24399999999997,173.49600000000004,40.00000000000001,216.87,173.496,130.122
12494,2010-05-12 13:52:00,2011-11-24 09:34:00,9,1872.8700000000008,16.87270270270271,1123.7220000000004,749.1480000000004,40.0,936.4350000000004,749.1480000000004,561.8610000000003
12495,2010-03-09 10:53:00,2010-03-09 10:53:00,1,357.4,21.023529411764706,214.43999999999997,142.96,40.0,178.7,142.96,107.22000000000001
12496,2010-03-29 13:57:00,2010-03-29 14:06:00,2,54.09,4.160769230769231,32.454,21.636000000000003,40.0,27.045,21.636000000000003,16.227000000000004
12497,2010-03-05 09:39:00,2011-09-19 12:29:00,3,6248.499999999999,109.62280701754385,3749.0999999999995,2499.3999999999996,40.0,3124.2499999999995,2499.3999999999996,1874.55
12498,2011-10-13 09:30:00,2011-11-18 12:53:00,3,403.7,17.55217391304348,242.21999999999997,161.48000000000002,40.00000000000001,201.85,161.48000000000002,121.11000000000001
12499,2010-05-28 15:12:00,2010-05-28 15:12:00,1,393.71999999999997,14.58222222222222,236.23199999999997,157.488,40.0,196.85999999999999,157.488,118.11600000000001
12500,2010-02-04 15:05:00,2011-11-16 16:20:00,19,5955.210000000002,40.78910958904111,3573.126000000001,2382.0840000000007,40.0,2977.605000000001,2382.0840000000007,1786.5630000000008
12501,2011-01-07 12:28:00,2011-01-07 12:28:00,1,2169.3899999999994,14.559664429530198,1301.6339999999996,867.7559999999999,40.0,1084.6949999999997,867.7559999999999,650.8169999999999
12502,2011-02-03 10:41:00,2011-09-05 11:52:00,5,3723.87,25.332448979591835,2234.3219999999997,1489.5480000000002,40.00000000000001,1861.935,1489.548,1117.161
12503,2010-05-04 13:59:00,2010-05-04 13:59:00,1,1126.0,563.0,675.6,450.4,40.0,563.0,450.40000000000003,337.80000000000007
12504,2010-04-22 10:24:00,2011-11-21 16:02:00,4,779.0500000000002,38.95250000000001,467.43000000000006,311.6200000000001,40.00000000000001,389.5250000000001,311.6200000000001,233.7150000000001
12505,2010-10-27 09:18:00,2010-10-27 09:18:00,1,955.2,22.742857142857144,573.12,382.08000000000004,40.0,477.6,382.08000000000004,286.56000000000006
12506,2011-04-21 08:54:00,2011-04-21 08:54:00,1,73.50000000000003,3.195652173913045,44.100000000000016,29.400000000000013,40.0,36.750000000000014,29.400000000000013,22.05000000000001
